study_hours_per_day,prep_days_before_exam,attendance_percentage,internal_marks,internal_marks_weight,subject_difficulty,study_material_source,past_performance,self_study_or_coaching,motivation_level,doubt_resolution_time,exam_anxiety_level,final_exam_marks
4.93,11.0,82.4,65.65,0.45,3.0,YouTube,81.28,Self-study,3.0,5.11,4.0,51.0
1.1,14.0,88.36,,0.7,5.0,Textbooks,73.1,Coaching,3.0,5.0,2.0,50.6
3.2,15.0,81.22,58.06,0.52,1.0,Notes,69.27,Coaching,1.0,,4.0,53.7
0.66,18.0,88.43,82.63,0.59,3.0,Coaching,63.98,Coaching,1.0,2.83,3.0,54.2
3.34,20.0,92.56,74.81,0.59,5.0,YouTube,78.13,Coaching,3.0,6.61,1.0,63.1
4.7,18.0,66.42,78.42,0.86,3.0,YouTube,67.94,Coaching,4.0,5.92,2.0,70.7
2.92,33.0,81.27,61.54,0.57,3.0,Textbooks,64.57,Group study,2.0,5.17,3.0,41.9
4.95,28.0,85.38,54.78,0.57,1.0,Notes,68.65,,3.0,7.98,3.0,64.4
5.76,22.0,96.43,78.37,0.31,1.0,Textbooks,,Coaching,4.0,6.68,4.0,73.3
4.9,,,62.66,0.37,3.0,,65.55,Self-study,4.0,5.85,4.0,53.3
4.05,18.0,75.92,81.32,0.27,1.0,Textbooks,54.74,Self-study,3.0,6.57,3.0,50.2
3.25,17.0,73.04,67.32,0.38,3.0,Notes,62.49,Self-study,3.0,0.0,5.0,40.6
4.33,4.0,84.12,,0.85,3.0,Coaching,67.51,Coaching,4.0,2.49,3.0,69.6
,9.0,100.0,80.12,0.2,2.0,Notes,84.17,Self-study,4.0,5.75,4.0,63.1
3.78,22.0,,78.86,0.21,3.0,Textbooks,65.62,Coaching,3.0,1.7,4.0,62.0
3.21,33.0,76.88,74.23,0.53,2.0,Notes,70.93,Coaching,2.0,1.53,3.0,61.2
4.68,24.0,78.17,42.43,0.23,3.0,Textbooks,70.84,Coaching,3.0,0.44,4.0,50.2
4.42,14.0,83.81,81.85,0.18,2.0,YouTube,63.7,Group study,3.0,2.59,3.0,46.2
4.61,20.0,100.0,,0.12,1.0,YouTube,48.87,Group study,,8.81,1.0,40.1
5.16,8.0,91.01,67.67,0.89,2.0,,97.26,Self-study,3.0,9.27,3.0,88.7
1.24,31.0,80.96,87.08,0.46,1.0,Coaching,80.7,Coaching,2.0,,4.0,66.1
3.64,12.0,64.3,54.42,0.35,3.0,Notes,72.37,Group study,4.0,5.71,5.0,47.2
4.93,11.0,81.51,61.44,0.24,2.0,Coaching,70.74,Self-study,,5.5,2.0,61.6
5.3,27.0,94.91,62.28,0.26,4.0,YouTube,62.21,Coaching,,2.99,5.0,55.9
3.23,13.0,81.58,75.18,0.11,1.0,Coaching,72.02,Self-study,3.0,2.41,4.0,43.2
5.25,22.0,96.19,92.65,0.72,3.0,Textbooks,74.92,Self-study,4.0,5.01,5.0,80.6
3.53,31.0,75.11,84.78,0.23,3.0,Notes,66.87,Coaching,4.0,0.63,2.0,47.5
3.22,25.0,78.46,79.84,0.35,3.0,YouTube,68.49,Self-study,4.0,3.47,1.0,55.2
6.39,26.0,77.84,58.17,0.21,5.0,YouTube,76.58,Group study,3.0,4.75,3.0,49.9
2.52,21.0,75.48,61.16,0.42,5.0,Coaching,89.86,Self-study,3.0,3.24,3.0,46.9
1.9,17.0,88.13,89.43,0.31,3.0,YouTube,78.46,Self-study,5.0,4.38,4.0,41.6
1.82,13.0,76.14,73.46,0.5,4.0,Notes,53.33,Self-study,2.0,5.98,,46.7
1.39,7.0,,71.23,0.1,3.0,Textbooks,83.66,Coaching,3.0,7.82,3.0,24.4
4.79,4.0,69.55,60.7,,3.0,Notes,53.16,Self-study,4.0,5.23,3.0,41.1
3.26,11.0,91.65,71.04,0.31,3.0,Notes,71.12,Coaching,5.0,4.08,2.0,56.2
4.1,32.0,89.23,51.61,0.91,3.0,,85.22,Self-study,3.0,4.07,3.0,77.2
3.26,7.0,78.54,57.4,0.24,3.0,,54.37,Self-study,,0.65,,34.8
4.53,13.0,94.05,54.37,0.65,4.0,Notes,67.81,Self-study,4.0,3.71,1.0,56.1
4.73,36.0,79.78,89.27,0.15,5.0,Coaching,62.52,Self-study,3.0,0.41,5.0,45.9
3.66,12.0,93.52,68.17,0.36,4.0,YouTube,75.21,Self-study,3.0,10.7,2.0,61.2
2.4,26.0,84.27,75.65,0.43,3.0,Notes,69.58,Self-study,3.0,3.57,4.0,53.6
1.59,8.0,86.44,61.42,0.41,3.0,Notes,34.49,Self-study,5.0,8.05,3.0,33.3
1.71,7.0,79.11,62.35,0.12,5.0,YouTube,61.7,Self-study,3.0,1.96,3.0,22.9
1.85,9.0,68.02,72.55,0.34,1.0,YouTube,83.68,Coaching,3.0,,2.0,48.1
6.43,21.0,92.46,45.75,0.98,2.0,Coaching,57.86,Coaching,4.0,5.48,,78.4
5.3,23.0,73.51,85.51,0.4,4.0,YouTube,91.24,Self-study,3.0,0.59,3.0,59.7
4.3,,87.75,53.27,0.88,3.0,Textbooks,75.08,Group study,3.0,10.31,2.0,60.7
3.94,35.0,100.0,49.34,0.37,5.0,Coaching,69.99,Self-study,3.0,6.52,4.0,44.9
0.39,23.0,81.69,63.81,0.75,1.0,YouTube,73.47,Self-study,4.0,3.51,1.0,76.2
0.0,27.0,100.0,,0.7,4.0,YouTube,59.94,Self-study,4.0,0.61,1.0,65.7
2.64,11.0,86.14,89.47,0.55,2.0,,76.77,Self-study,3.0,10.14,5.0,60.3
3.2,10.0,85.13,55.34,0.55,5.0,Textbooks,75.11,Coaching,3.0,4.66,3.0,48.9
1.39,12.0,80.54,,0.53,,Coaching,40.89,Self-study,2.0,3.25,3.0,47.4
5.88,39.0,86.59,47.22,0.34,2.0,YouTube,87.27,Coaching,3.0,3.05,2.0,61.1
2.5,5.0,90.8,80.07,0.57,3.0,Coaching,41.81,Coaching,3.0,3.69,3.0,45.4
3.84,,100.0,38.87,0.8,2.0,Coaching,59.8,Self-study,2.0,6.5,3.0,52.4
4.3,20.0,79.25,,0.82,4.0,Coaching,77.62,Self-study,3.0,5.15,5.0,77.5
3.2,10.0,84.88,81.49,0.37,3.0,Coaching,88.66,Self-study,4.0,,2.0,64.9
2.95,18.0,81.06,87.85,0.54,3.0,Coaching,80.97,Self-study,2.0,3.72,4.0,67.2
2.46,14.0,75.97,84.19,0.53,5.0,Coaching,66.26,Self-study,,4.89,5.0,49.8
3.4,34.0,80.02,71.38,0.1,3.0,YouTube,65.26,Coaching,4.0,3.67,2.0,48.5
4.71,15.0,76.63,63.63,0.71,3.0,YouTube,65.3,Coaching,3.0,4.83,5.0,50.9
4.69,12.0,62.01,91.07,0.42,4.0,Notes,63.32,Coaching,4.0,6.33,4.0,48.4
4.08,5.0,90.51,56.88,0.18,5.0,Notes,85.01,Self-study,4.0,6.59,2.0,50.3
4.97,24.0,74.42,73.36,0.4,5.0,Coaching,59.1,Coaching,1.0,4.59,3.0,50.5
4.11,8.0,77.3,56.05,0.52,3.0,YouTube,87.48,Coaching,4.0,6.18,3.0,50.9
3.96,18.0,93.76,64.29,0.76,4.0,Notes,71.89,Self-study,2.0,0.0,3.0,64.8
2.76,13.0,79.03,70.37,0.52,1.0,YouTube,52.05,Coaching,3.0,8.0,2.0,60.0
2.82,11.0,91.97,72.28,0.47,3.0,Notes,78.55,Group study,2.0,5.13,3.0,56.0
4.75,26.0,88.26,72.55,0.15,3.0,Textbooks,66.6,Self-study,2.0,9.3,1.0,59.0
3.17,11.0,75.53,79.28,0.36,4.0,Textbooks,59.91,Self-study,5.0,5.83,2.0,51.4
0.54,20.0,94.99,59.17,0.25,2.0,Textbooks,90.41,Self-study,,5.79,3.0,48.4
1.66,4.0,85.43,73.29,0.26,1.0,Notes,50.71,Self-study,4.0,3.29,3.0,44.1
3.83,21.0,92.63,56.76,0.6,1.0,Coaching,66.65,Coaching,4.0,3.62,,65.9
,12.0,98.96,70.07,,1.0,,59.72,Self-study,4.0,8.06,5.0,47.4
1.14,12.0,87.02,84.81,0.55,5.0,YouTube,90.05,Self-study,3.0,9.08,3.0,46.2
1.2,16.0,98.97,43.5,0.7,3.0,YouTube,,Coaching,1.0,6.59,4.0,42.2
4.73,33.0,69.78,88.8,0.1,4.0,Notes,64.55,Coaching,3.0,6.44,3.0,39.2
4.13,4.0,97.61,48.04,0.38,3.0,YouTube,87.31,Self-study,4.0,,3.0,45.4
5.06,20.0,91.97,,0.21,1.0,YouTube,,Self-study,3.0,3.42,3.0,53.7
2.13,35.0,94.37,57.84,0.96,3.0,Textbooks,64.26,Group study,3.0,7.95,3.0,65.3
3.31,7.0,81.53,54.02,0.2,3.0,Textbooks,36.64,Self-study,3.0,5.19,3.0,25.1
3.84,6.0,85.28,42.6,0.59,2.0,Textbooks,87.83,Group study,5.0,5.32,2.0,59.8
2.78,35.0,95.84,97.39,0.63,2.0,Coaching,53.88,Self-study,1.0,7.73,3.0,60.8
2.41,23.0,69.9,56.3,0.57,3.0,Notes,82.18,Coaching,4.0,6.1,2.0,47.2
2.55,17.0,77.47,71.83,0.32,3.0,Notes,75.58,Self-study,4.0,3.62,3.0,46.4
2.05,29.0,84.97,55.96,0.65,4.0,Coaching,51.89,Self-study,4.0,7.87,3.0,45.4
4.52,30.0,93.36,,0.11,3.0,YouTube,68.34,Self-study,5.0,8.06,4.0,57.0
2.78,25.0,83.2,81.44,0.68,2.0,Textbooks,84.62,Self-study,4.0,7.93,2.0,72.0
4.95,12.0,91.08,51.31,0.67,3.0,YouTube,58.1,Group study,4.0,6.31,4.0,55.1
3.44,27.0,76.33,60.19,0.88,3.0,Notes,50.25,Group study,4.0,3.76,1.0,64.5
4.94,42.0,81.01,71.17,0.1,4.0,Notes,65.85,Coaching,2.0,1.43,4.0,48.0
3.01,35.0,97.03,65.39,0.52,4.0,Coaching,79.13,Self-study,1.0,6.15,2.0,58.4
5.06,16.0,91.34,84.91,0.35,3.0,Notes,58.8,Self-study,3.0,8.59,2.0,57.9
4.53,20.0,92.17,69.38,0.15,3.0,Textbooks,69.78,Group study,3.0,3.91,3.0,54.0
6.17,10.0,96.92,65.15,0.1,3.0,YouTube,67.57,Self-study,5.0,6.11,2.0,47.8
3.69,9.0,99.77,59.46,0.98,5.0,Textbooks,78.85,Self-study,4.0,3.17,1.0,77.2
3.57,9.0,69.91,43.58,0.56,2.0,YouTube,82.48,Group study,3.0,4.36,2.0,51.3
2.95,31.0,87.66,71.82,0.29,4.0,YouTube,69.05,Group study,5.0,0.0,5.0,62.0
1.34,20.0,92.56,89.22,0.22,2.0,Coaching,52.97,Coaching,4.0,,1.0,54.4
3.79,31.0,98.68,,0.2,5.0,YouTube,75.81,Coaching,4.0,3.33,3.0,51.1
6.61,10.0,80.89,83.92,0.45,3.0,Textbooks,59.63,Self-study,3.0,5.56,5.0,55.9
4.11,10.0,76.89,68.81,0.21,3.0,Notes,70.73,Self-study,2.0,2.79,5.0,46.3
0.0,35.0,53.01,79.83,0.6,1.0,Coaching,70.64,Self-study,3.0,4.3,4.0,58.9
2.88,26.0,51.7,71.3,0.72,3.0,Coaching,80.41,Coaching,3.0,1.61,4.0,57.2
2.73,20.0,78.24,73.44,0.89,4.0,Textbooks,62.25,Self-study,4.0,4.48,3.0,72.7
2.01,31.0,90.18,73.2,0.74,3.0,Textbooks,57.58,Self-study,3.0,4.51,5.0,61.2
4.08,22.0,82.75,,0.39,2.0,Textbooks,66.12,Self-study,2.0,14.15,4.0,47.5
2.12,19.0,75.75,71.85,0.1,1.0,YouTube,70.59,Self-study,5.0,3.91,4.0,47.5
3.38,18.0,97.15,77.64,0.4,3.0,Textbooks,49.92,Self-study,5.0,5.73,3.0,56.8
,13.0,80.89,95.07,0.62,3.0,Coaching,57.63,Coaching,2.0,7.17,3.0,64.5
3.43,11.0,64.9,52.81,0.64,2.0,Textbooks,54.25,Coaching,4.0,3.98,2.0,51.1
2.43,29.0,100.0,67.58,0.21,2.0,Textbooks,68.47,Coaching,5.0,3.23,1.0,67.2
3.21,27.0,83.39,62.22,0.1,4.0,YouTube,72.93,Coaching,3.0,8.27,2.0,45.4
2.94,46.0,65.29,64.57,0.93,3.0,Textbooks,76.17,Group study,3.0,4.73,3.0,73.4
2.54,20.0,75.26,79.89,0.78,3.0,YouTube,75.66,,3.0,6.77,1.0,65.5
3.15,16.0,100.0,92.86,0.24,2.0,,66.06,Self-study,1.0,8.2,2.0,52.8
5.29,16.0,84.64,90.24,0.29,2.0,Notes,64.43,Group study,2.0,4.77,3.0,51.0
6.13,,100.0,82.96,0.91,2.0,Coaching,70.77,Coaching,3.0,1.89,3.0,88.6
2.47,19.0,96.48,84.01,0.66,3.0,Notes,55.04,Group study,3.0,6.76,2.0,60.1
1.86,25.0,91.2,,0.66,5.0,Textbooks,54.48,Group study,3.0,9.63,4.0,58.8
5.19,28.0,80.12,82.95,0.58,3.0,Notes,66.19,Coaching,2.0,,2.0,67.8
,12.0,85.8,69.9,0.33,4.0,YouTube,49.82,Self-study,2.0,6.47,3.0,41.7
0.0,29.0,84.93,74.4,0.55,3.0,Coaching,72.44,Self-study,5.0,7.75,3.0,67.6
3.82,19.0,72.71,67.34,0.71,4.0,YouTube,72.79,Self-study,4.0,2.56,4.0,58.3
6.4,17.0,89.93,80.1,0.47,3.0,YouTube,65.42,Group study,4.0,8.4,4.0,66.6
5.62,12.0,89.79,75.29,0.82,4.0,YouTube,60.79,Coaching,4.0,6.36,,74.5
4.48,3.0,92.33,82.85,0.94,1.0,Textbooks,65.09,Self-study,3.0,7.58,4.0,81.6
3.43,35.0,93.54,64.97,0.69,3.0,Coaching,78.32,Self-study,2.0,8.08,2.0,63.7
5.81,15.0,65.16,85.12,0.28,2.0,YouTube,70.54,Coaching,3.0,1.63,3.0,51.3
3.23,32.0,87.16,54.15,0.76,3.0,YouTube,49.41,Coaching,4.0,4.28,1.0,62.1
3.96,12.0,78.46,45.69,0.43,2.0,Notes,44.85,Coaching,3.0,9.52,1.0,46.0
5.96,29.0,92.37,,0.32,5.0,Notes,73.3,Self-study,4.0,6.28,3.0,62.8
3.24,19.0,81.85,64.77,0.1,5.0,Textbooks,64.57,Self-study,4.0,0.55,3.0,43.2
3.55,3.0,79.53,91.5,0.22,3.0,Notes,79.04,Self-study,,3.1,1.0,53.2
3.9,22.0,90.0,42.92,0.84,4.0,Coaching,73.39,Group study,3.0,5.61,3.0,52.4
2.09,20.0,92.84,57.58,0.97,1.0,Notes,51.45,Coaching,2.0,5.83,4.0,59.8
3.64,25.0,79.41,,0.3,4.0,Coaching,71.52,Coaching,3.0,5.44,4.0,53.8
4.12,23.0,63.67,76.53,0.57,3.0,Textbooks,62.86,Self-study,3.0,1.23,4.0,64.8
5.94,10.0,100.0,53.56,0.25,3.0,Textbooks,76.99,Self-study,1.0,3.3,4.0,57.5
1.23,,85.28,82.18,0.87,3.0,Textbooks,53.96,Self-study,2.0,5.89,,57.4
2.38,2.0,76.54,56.41,0.67,3.0,Coaching,71.14,Self-study,4.0,6.19,2.0,60.3
6.03,16.0,94.51,43.06,0.1,4.0,YouTube,61.57,Coaching,2.0,6.53,3.0,46.6
2.81,26.0,85.49,,0.79,2.0,Textbooks,69.29,Group study,5.0,2.87,3.0,73.2
1.2,26.0,87.65,79.14,0.18,5.0,Notes,71.91,Self-study,4.0,4.4,1.0,43.4
2.05,19.0,70.68,62.35,0.35,3.0,Coaching,51.77,Coaching,3.0,6.46,4.0,29.8
5.03,2.0,90.51,54.95,,2.0,Textbooks,78.57,Group study,4.0,7.14,1.0,70.7
2.46,18.0,92.58,93.17,0.52,4.0,Textbooks,98.94,Self-study,4.0,7.57,3.0,63.4
4.18,16.0,,80.39,0.35,3.0,Textbooks,55.46,Self-study,4.0,4.58,3.0,53.9
1.34,32.0,64.32,89.55,0.5,3.0,YouTube,79.74,Coaching,5.0,0.0,2.0,64.8
6.79,19.0,,76.34,0.95,2.0,Textbooks,66.5,Group study,2.0,3.97,4.0,74.6
1.5,11.0,,83.6,0.69,5.0,YouTube,62.99,Coaching,2.0,2.16,3.0,45.8
4.52,20.0,79.2,91.68,0.56,3.0,Notes,62.23,Self-study,5.0,2.97,4.0,73.2
2.81,9.0,96.73,75.37,0.28,2.0,YouTube,70.14,Self-study,3.0,8.15,2.0,48.3
2.73,13.0,67.03,91.46,0.4,4.0,Textbooks,,Coaching,5.0,3.79,4.0,47.8
3.72,23.0,100.0,63.99,0.54,3.0,Notes,45.35,Coaching,4.0,5.38,4.0,50.5
5.67,21.0,77.65,72.81,0.83,3.0,Notes,64.53,Coaching,4.0,1.5,3.0,73.3
3.42,,100.0,88.59,0.14,3.0,YouTube,67.85,Group study,5.0,9.31,3.0,55.1
5.07,,89.55,82.65,0.77,4.0,Textbooks,47.19,Group study,3.0,2.07,2.0,66.0
3.41,29.0,79.92,84.91,0.35,4.0,Textbooks,80.5,Group study,2.0,,5.0,54.6
4.35,27.0,80.04,99.21,0.1,2.0,Notes,59.42,Self-study,,2.14,1.0,51.9
1.88,27.0,75.99,78.07,0.66,2.0,YouTube,81.71,Group study,1.0,5.49,3.0,68.7
1.66,16.0,73.24,,0.4,4.0,Textbooks,66.07,Self-study,4.0,0.34,3.0,35.2
,25.0,85.55,57.54,0.71,3.0,Notes,85.53,Self-study,3.0,7.26,4.0,55.5
4.52,5.0,100.0,59.36,0.58,4.0,Notes,48.98,Self-study,3.0,7.28,2.0,42.5
5.58,0.0,87.2,44.09,0.37,2.0,Textbooks,61.82,Group study,3.0,8.41,3.0,39.5
6.97,31.0,92.99,78.89,0.53,3.0,Coaching,62.41,Group study,4.0,2.34,3.0,77.5
3.1,18.0,84.39,81.41,0.6,,YouTube,,Group study,3.0,4.5,4.0,49.0
1.82,20.0,91.5,85.2,0.85,2.0,Textbooks,77.76,Self-study,3.0,11.8,3.0,74.7
3.19,19.0,98.45,,0.63,3.0,YouTube,70.8,Self-study,3.0,9.16,4.0,55.2
4.81,25.0,82.56,79.39,0.13,3.0,YouTube,35.89,Group study,2.0,5.43,2.0,42.5
0.59,6.0,76.04,77.5,0.51,3.0,Coaching,85.68,Self-study,4.0,6.14,2.0,48.5
1.25,23.0,75.93,74.27,0.37,1.0,YouTube,79.38,Coaching,4.0,3.34,2.0,56.6
2.09,21.0,79.28,94.83,0.71,3.0,Coaching,75.23,Self-study,4.0,8.2,3.0,72.0
3.08,34.0,78.36,65.23,0.77,3.0,Textbooks,53.18,Coaching,3.0,5.47,3.0,63.9
0.31,0.0,77.69,60.52,0.83,4.0,Notes,,Group study,5.0,8.03,3.0,53.5
3.09,36.0,74.5,63.39,0.63,3.0,YouTube,69.48,Coaching,4.0,7.31,1.0,68.8
4.43,28.0,94.98,96.33,0.4,3.0,YouTube,88.27,Self-study,3.0,8.4,2.0,57.3
5.04,20.0,81.06,32.25,0.66,3.0,YouTube,71.12,Self-study,3.0,3.54,3.0,48.6
3.68,0.0,78.04,51.37,0.18,,Textbooks,68.19,Self-study,3.0,8.11,4.0,36.6
4.02,7.0,80.07,83.73,,4.0,Notes,72.06,Self-study,4.0,3.5,4.0,47.0
1.84,24.0,93.33,86.34,0.39,3.0,Textbooks,63.67,Group study,4.0,4.35,5.0,55.3
3.42,26.0,73.65,61.56,0.9,3.0,Textbooks,87.23,,2.0,3.71,3.0,76.2
4.1,23.0,98.85,66.82,0.43,3.0,Notes,73.17,Self-study,4.0,13.46,4.0,58.2
1.28,23.0,73.62,54.9,0.69,4.0,Notes,58.38,Self-study,3.0,2.75,1.0,42.3
1.08,51.0,90.51,77.33,0.37,4.0,Textbooks,49.77,Self-study,1.0,,3.0,48.1
3.66,13.0,79.93,69.45,0.66,4.0,Coaching,61.93,Self-study,2.0,4.72,5.0,50.1
3.45,27.0,74.62,72.9,0.42,3.0,Notes,70.93,Coaching,3.0,6.24,4.0,59.1
2.69,5.0,93.56,83.43,0.2,2.0,Textbooks,,Coaching,4.0,3.74,2.0,46.1
6.09,0.0,,49.36,0.1,3.0,Textbooks,49.62,Self-study,3.0,4.64,3.0,40.9
4.96,13.0,85.74,78.79,0.54,4.0,YouTube,51.55,Self-study,4.0,1.1,3.0,63.6
3.02,14.0,85.36,83.77,0.52,1.0,Textbooks,59.91,Coaching,4.0,8.43,3.0,60.6
5.51,6.0,81.1,71.48,0.2,2.0,YouTube,46.34,Group study,3.0,5.71,3.0,47.1
5.04,21.0,,81.71,0.56,3.0,YouTube,73.15,Group study,4.0,5.97,,60.0
3.19,27.0,80.67,69.0,0.48,4.0,Textbooks,64.14,Coaching,4.0,7.7,5.0,49.8
2.18,26.0,76.14,69.77,0.65,,Notes,59.44,Group study,3.0,1.7,3.0,58.2
,28.0,90.14,58.37,0.49,5.0,Textbooks,,Self-study,3.0,3.23,2.0,66.1
,16.0,64.56,40.02,0.41,1.0,Notes,45.24,Coaching,1.0,4.66,5.0,41.6
2.89,11.0,89.63,85.1,0.81,3.0,Textbooks,68.67,Group study,3.0,,2.0,74.3
2.77,30.0,76.09,82.04,0.29,3.0,Textbooks,75.6,Coaching,5.0,7.72,5.0,50.1
4.26,18.0,93.62,46.46,0.6,4.0,YouTube,59.69,Self-study,5.0,6.82,3.0,49.2
1.06,14.0,91.61,96.69,0.75,2.0,Coaching,68.47,Group study,4.0,6.24,2.0,76.4
2.0,16.0,83.9,60.84,0.82,2.0,Textbooks,71.59,Self-study,3.0,3.14,5.0,60.1
3.72,6.0,91.6,63.86,0.13,5.0,Textbooks,73.48,Self-study,1.0,2.18,3.0,36.1
4.18,21.0,92.79,54.75,,3.0,Coaching,72.65,Group study,3.0,2.75,3.0,54.0
3.07,17.0,88.02,78.71,0.58,3.0,,47.51,Self-study,4.0,2.15,5.0,51.2
4.46,32.0,81.82,54.26,0.39,4.0,YouTube,70.57,Self-study,3.0,5.35,2.0,54.3
6.0,17.0,87.96,60.43,0.69,3.0,Textbooks,57.17,Self-study,3.0,3.65,4.0,66.9
2.35,27.0,90.04,55.02,0.31,1.0,YouTube,73.62,Self-study,4.0,,1.0,59.0
3.58,15.0,86.97,93.3,0.23,3.0,Coaching,67.38,Group study,3.0,1.82,2.0,49.1
3.85,15.0,100.0,77.18,0.39,1.0,Coaching,64.76,Coaching,3.0,5.45,4.0,60.3
5.5,49.0,,56.66,0.6,5.0,Coaching,74.02,Coaching,2.0,4.93,3.0,72.2
3.91,17.0,93.37,61.5,0.51,3.0,Coaching,64.17,,4.0,5.09,1.0,63.1
3.41,26.0,68.48,71.65,0.39,5.0,Textbooks,85.69,,4.0,4.45,2.0,56.4
1.62,37.0,78.85,53.22,0.45,3.0,YouTube,81.97,Coaching,2.0,6.01,2.0,53.5
3.57,4.0,100.0,58.28,0.91,3.0,Textbooks,56.88,Self-study,3.0,5.83,5.0,47.8
2.52,27.0,79.75,58.44,0.53,4.0,Textbooks,51.33,Self-study,3.0,9.16,3.0,55.3
3.57,17.0,80.83,73.21,0.3,3.0,YouTube,73.59,Self-study,4.0,0.0,3.0,58.7
2.45,37.0,66.89,77.29,0.65,,Textbooks,82.58,Coaching,2.0,2.24,2.0,64.1
5.04,13.0,93.99,80.6,0.72,1.0,YouTube,60.59,Group study,3.0,7.87,4.0,62.8
3.58,20.0,94.11,58.66,0.79,3.0,Textbooks,64.63,Group study,5.0,4.35,3.0,60.3
1.87,26.0,83.57,66.21,0.62,2.0,Textbooks,73.1,Group study,4.0,1.57,2.0,64.5
2.62,20.0,87.83,98.37,0.14,3.0,Textbooks,59.49,Coaching,3.0,6.91,4.0,43.8
3.18,2.0,68.57,54.29,0.58,,Notes,74.59,Coaching,3.0,2.14,2.0,36.8
3.94,16.0,100.0,63.2,0.48,4.0,YouTube,79.41,Coaching,2.0,6.52,3.0,59.2
5.12,19.0,77.96,82.57,0.7,2.0,YouTube,81.68,Coaching,4.0,6.88,1.0,79.2
3.13,16.0,81.83,72.17,0.21,2.0,Coaching,72.54,Self-study,3.0,0.8,2.0,40.3
3.93,3.0,100.0,73.2,0.68,4.0,Notes,62.45,Group study,2.0,4.19,2.0,55.3
4.8,32.0,94.53,54.45,0.46,4.0,Notes,77.34,Self-study,3.0,5.13,1.0,59.2
2.22,20.0,98.53,49.22,0.44,3.0,Textbooks,68.4,Self-study,2.0,1.67,2.0,55.5
3.61,28.0,85.98,74.93,0.71,2.0,YouTube,61.02,Self-study,5.0,1.54,1.0,66.0
1.44,15.0,77.85,54.3,0.1,,Notes,,Coaching,3.0,8.09,2.0,31.5
6.19,16.0,89.25,86.12,0.33,2.0,Coaching,59.48,Self-study,2.0,0.0,2.0,63.6
1.26,31.0,98.42,91.05,0.49,1.0,Coaching,51.82,Self-study,1.0,0.0,1.0,58.6
3.46,25.0,100.0,49.68,0.72,1.0,Notes,79.68,Self-study,3.0,6.08,4.0,69.4
4.0,42.0,80.56,53.73,0.56,3.0,YouTube,71.36,Self-study,3.0,10.07,3.0,59.2
3.87,18.0,89.73,85.94,0.1,2.0,YouTube,73.96,Self-study,3.0,,3.0,52.4
2.46,28.0,76.88,68.54,0.62,3.0,Textbooks,78.47,Self-study,5.0,8.53,3.0,68.1
3.06,34.0,94.33,100.0,0.36,4.0,YouTube,82.61,Coaching,2.0,4.44,4.0,47.2
6.38,15.0,86.31,98.89,0.87,4.0,Notes,63.06,Self-study,4.0,5.73,3.0,77.7
1.19,19.0,89.87,56.02,0.9,4.0,YouTube,67.86,Coaching,4.0,8.13,3.0,60.2
1.53,26.0,84.84,84.67,0.36,3.0,Coaching,67.4,Coaching,5.0,5.86,4.0,53.4
3.49,19.0,93.16,91.81,0.68,5.0,Textbooks,61.28,Self-study,2.0,7.51,4.0,63.2
2.86,6.0,83.17,83.18,0.74,3.0,YouTube,80.87,Self-study,3.0,6.73,1.0,75.4
5.18,23.0,92.97,52.29,0.22,4.0,Notes,70.73,Self-study,4.0,5.47,3.0,55.8
3.08,4.0,82.67,56.49,0.84,2.0,Textbooks,71.11,Group study,3.0,5.21,3.0,64.8
4.6,27.0,82.38,73.67,0.72,1.0,YouTube,71.07,Self-study,3.0,0.37,4.0,74.3
5.5,25.0,83.38,97.21,0.2,4.0,YouTube,48.61,Group study,2.0,7.87,1.0,56.4
3.57,11.0,85.13,85.18,0.17,4.0,Coaching,,Self-study,4.0,1.7,4.0,44.7
5.29,26.0,78.44,61.75,0.23,3.0,Textbooks,45.76,Group study,2.0,4.73,3.0,41.6
1.7,21.0,92.13,62.77,0.47,3.0,Notes,61.07,Self-study,4.0,3.01,2.0,62.9
2.32,16.0,85.32,74.86,0.17,1.0,Textbooks,60.77,Group study,3.0,4.2,5.0,41.1
3.38,29.0,84.18,71.05,0.17,2.0,Coaching,81.32,Self-study,,11.26,2.0,52.6
2.02,23.0,86.89,69.12,0.47,1.0,Notes,49.81,Group study,4.0,7.74,3.0,55.8
3.11,33.0,85.44,79.09,0.23,3.0,YouTube,69.13,Group study,3.0,6.76,3.0,53.5
,6.0,86.39,87.87,0.75,1.0,Coaching,63.36,Self-study,3.0,9.82,4.0,68.5
4.04,32.0,90.3,94.03,0.46,5.0,Coaching,63.35,Self-study,5.0,,3.0,68.6
3.26,12.0,67.51,73.65,0.32,3.0,Textbooks,48.93,Self-study,5.0,5.26,2.0,51.0
2.22,11.0,91.61,87.78,0.49,5.0,Coaching,60.92,Self-study,5.0,0.55,1.0,60.0
4.49,15.0,95.53,81.68,0.1,3.0,Textbooks,58.46,Coaching,4.0,5.26,3.0,39.3
5.28,26.0,71.64,83.04,0.54,3.0,Textbooks,66.65,Coaching,2.0,4.3,2.0,57.1
4.09,9.0,65.79,67.42,0.65,2.0,Notes,62.75,Coaching,2.0,2.95,3.0,62.7
3.04,2.0,80.6,77.31,0.58,3.0,Notes,73.48,Coaching,2.0,4.98,3.0,55.6
